onset	duration	trial_type	reward_condition	condition	repetition	pairmate	pairID	response_accuracy	response_time
13.509102621999775	2.5	scene	neutral	nonviolation	3	A	53	1	0.9012216160008392
16.009102621999773	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
19.50784172299973	2.5	scene	neutral	nonviolation	3	A	74	1	1.0024779660016063
22.00784172299973	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
25.508358036000573	2.5	scene	reward	nonviolation	3	A	79	1	0.8039068939979188
28.008358036000573	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
31.50816131299871	2.5	scene	reward	nonviolation	3	A	71	1	0.5831599580014881
34.00816131299871	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
37.50768923700162	2.5	scene	reward	violation	3	A	4	1	0.7816123239972512
40.00768923700162	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
43.50642747700113	2.5	scene	neutral	violation	3	A	2	1	0.9079086719975747
46.00642747700113	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
49.50694446600028	2.5	scene	neutral	nonviolation	3	A	92	1	0.784385424998618
52.00694446600028	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
55.507464801001326	2.5	scene	reward	nonviolation	3	A	57	1	0.6608318729995517
58.007464801001326	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
61.50599236400012	2.5	scene	reward	violation	3	A	46	1	1.0743385540008603
64.00599236400012	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
67.50651547600137	2.5	scene	neutral	violation	3	A	27	0	1.998813870999584
70.00651547600137	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
73.5062555020013	2.5	scene	neutral	violation	3	A	20	1	0.5620785879982577
76.0062555020013	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
79.50477547899936	2.5	scene	reward	violation	3	A	19	1	0.6925572670006659
82.00477547899936	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
85.50528664800005	2.5	scene	neutral	nonviolation	3	A	80	0	0.7619938520001597
88.00528664800005	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
91.5048159959988	2.5	scene	neutral	nonviolation	3	A	70	1	0.6445126390026417
94.0048159959988	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
97.50449299499815	2.5	scene	reward	nonviolation	3	A	84	1	0.6388408080019872
100.00449299499815	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
103.50441139300163	2.5	scene	reward	violation	3	A	6	1	0.7359227869965252
106.00441139300163	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
109.50433410099869	2.5	scene	neutral	nonviolation	3	A	61	1	0.7289997380030401
112.00433410099869	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
115.50425471199922	2.5	scene	neutral	violation	3	A	3	1	0.9700899900017248
118.00425471199922	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
121.50417353000013	2.5	scene	neutral	violation	3	A	17	1	1.2581830259987328
124.00417353000013	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
127.50409402099831	2.5	scene	reward	nonviolation	3	A	62	1	0.6052516780000587
130.0040940209983	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
133.50401536299978	2.5	scene	neutral	nonviolation	3	A	95	1	1.071321679999528
136.00401536299978	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
139.50393686100142	2.5	scene	neutral	nonviolation	3	A	85	1	1.0953940999970655
142.00393686100142	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
145.5038578450003	2.5	scene	neutral	violation	3	A	15	1	1.320483935000084
148.0038578450003	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
151.503778590999	2.5	scene	reward	violation	3	A	39	1	1.1175592040017364
154.003778590999	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
157.50369606599997	2.5	scene	reward	violation	3	A	21	1	1.067646159001015
160.00369606599997	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
163.50361818799863	2.5	scene	reward	nonviolation	3	A	76	1	0.8617375890025869
166.00361818799863	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
169.50353668399842	2.5	scene	reward	nonviolation	3	A	93	1	1.0098067440012528
172.00353668399842	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
175.5034571210017	2.5	scene	reward	nonviolation	3	A	54	1	0.7108893059994443
178.0034571210017	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
181.50338328799992	2.5	scene	reward	nonviolation	3	A	91	1	0.7159564339999633
184.00338328799992	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
187.50329984899872	2.5	scene	reward	violation	3	A	34	1	0.9170505479996792
190.00329984899872	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
