onset	duration	trial_type	condition	response_accuracy	response_time
13.509260884951802	2.5	A	violation	1	0.9325935270171613
16.50922233297024	2.5	A	nonviolation	1	0.6866344580193982
19.509185528033413	2.5	A	nonviolation	1	0.9966938149882479
22.509149499936033	2.5	B	violation	1	0.8167070751078427
25.50910162995569	2.5	B	violation	1	0.9907842570682988
28.509061518940143	2.5	B	nonviolation	1	1.1877970420755446
31.509023558930487	2.5	A	nonviolation	1	0.7817630340578035
34.50898533500731	2.5	A	violation	1	0.7798698709812015
37.50894269300625	2.5	A	violation	1	0.7969157899497077
40.50890058104415	2.5	A	violation	1	0.5119768399745226
43.508865270996466	2.5	A	violation	1	0.7560256839497015
46.508832865045406	2.5	A	violation	1	0.6610056969802827
49.50878258096054	2.5	B	violation	0	1.0950911180116236
52.50876428000628	2.5	B	violation	0	0.9960971049731596
55.50871287297923	2.5	B	nonviolation	1	0.7581460430519655
58.508669632021345	2.5	A	violation	1	0.6732241349527612
61.50864595302846	2.5	B	violation	1	1.189222650951706
64.50859572202899	2.5	B	violation	0	0.8782817180035636
67.50856470596045	2.5	B	violation	0	0.9702971080550924
70.50852766097523	2.5	B	violation	0	1.0883342990418896
73.50849370798096	2.5	A	nonviolation	1	1.076370759983547
76.50843823398462	2.5	B	nonviolation	0	1.0704318180214614
79.5084004009841	2.5	A	nonviolation	1	0.8224834819557145
82.50835960393306	2.5	B	nonviolation	0	0.9174864450469612
85.50832192203961	2.5	A	nonviolation	1	0.883508846978657
88.50829241995234	2.5	A	violation	1	0.6896084310719743
91.50823769497221	2.5	B	nonviolation	1	0.6145735980244353
94.50821164494845	2.5	B	nonviolation	1	0.8586765460204333
97.50817601499149	2.5	B	violation	0	0.7306840550154448
100.50813222001308	2.5	B	violation	1	1.1877315889578313
103.5080842720345	2.5	A	violation	1	0.6477813889505342
106.50804340699688	2.5	B	nonviolation	1	0.8237736759474501
109.50802102603485	2.5	A	nonviolation	1	0.839876067941077
112.5079613910057	2.5	A	nonviolation	1	0.8829155799467117
115.50793440896086	2.5	B	nonviolation	0	0.7929422489833087
118.50788661593106	2.5	A	violation	1	0.7920137800974771
121.50787626497913	2.5	B	nonviolation	0	0.8419926209608093
124.50780599599237	2.5	B	nonviolation	1	1.095061106025241
