onset	duration	trial_type	reward_condition	condition	repetition	pairmate	pairID	response_accuracy	response_time
13.512998967999922	2.5	scene	neutral	nonviolation	3	A	62	1	0.8222419019998597
16.01299896799992	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
19.512919427999805	2.5	scene	neutral	violation	3	A	15	1	0.5933141810000961
22.012919427999808	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
25.51284127400004	2.5	scene	neutral	nonviolation	3	A	63	1	0.6623141269997177
28.01284127400004	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
31.51276203799989	2.5	scene	neutral	nonviolation	3	A	76	1	0.8454752190000363
34.01276203799989	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
37.51268336500016	2.5	scene	reward	violation	3	A	35	1	0.7895540380000057
40.01268336500016	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
43.51261133399976	2.5	scene	reward	nonviolation	3	A	59	1	0.6635452950004037
46.01261133399976	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
49.51252664899994	2.5	scene	neutral	violation	3	A	3	0	0.8187122449999151
52.01252664899994	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
55.51244671799986	2.5	scene	reward	violation	3	A	11	1	0.6967233410000517
58.01244671799986	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
61.51236802799986	2.5	scene	reward	violation	3	A	29	1	0.6748769060000086
64.01236802799986	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
67.49562040100001	2.5	scene	neutral	violation	3	A	10	1	1.0965738370000508
69.99562040100001	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
73.49554205699997	2.5	scene	reward	nonviolation	3	A	78	1	1.0147024960001545
75.99554205699997	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
79.49546621399986	2.5	scene	reward	nonviolation	3	A	58	1	0.6587752139998884
81.99546621399986	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
85.49542183799986	2.5	scene	neutral	nonviolation	3	A	96	1	0.636827053000161
87.99542183799986	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
91.49530391300004	2.5	scene	neutral	nonviolation	3	A	52	1	0.7479089309999836
93.99530391300004	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
97.4952329409998	2.5	scene	reward	violation	3	A	19	1	0.7160156700001608
99.9952329409998	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
103.49514907999992	2.5	scene	neutral	violation	3	A	25	1	0.9050962880000952
105.99514907999992	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
109.49506963600015	2.5	scene	reward	nonviolation	3	A	88	1	0.7911780619997444
111.99506963600015	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
115.494990271	2.5	scene	reward	nonviolation	3	A	69	1	0.6852265200000147
117.994990271	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
121.49491073699984	2.5	scene	neutral	nonviolation	3	A	55	1	0.8003439930002969
123.99491073699984	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
127.4948316629998	2.5	scene	reward	nonviolation	3	A	95	1	0.7323983589999443
129.99483166299981	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
133.4947502189998	2.5	scene	reward	nonviolation	3	A	68	1	1.070505787000002
135.9947502189998	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
139.49467313300008	2.5	scene	neutral	violation	3	A	46	1	0.5995773219997318
141.99467313300008	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
145.4945935129999	2.5	scene	reward	violation	3	A	7	1	0.9776832659999856
147.9945935129999	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
151.49451427099984	2.5	scene	reward	nonviolation	3	A	87	1	0.6607472800001233
153.99451427099984	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
157.4944351429999	2.5	scene	neutral	violation	3	A	41	1	0.6636794139999438
159.9944351429999	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
163.49435540700006	2.5	scene	neutral	nonviolation	3	A	86	1	0.6628956859999562
165.99435540700006	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
169.4942757220001	2.5	scene	reward	violation	3	A	28	1	0.7689848519999032
171.99427572200008	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
175.4941962130001	2.5	scene	neutral	violation	3	A	30	1	0.6910671769996952
177.9941962130001	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
181.49884016999974	2.5	scene	neutral	violation	3	A	22	1	0.6464231640002254
183.99884016999974	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
187.49858224699986	2.5	scene	reward	nonviolation	3	A	75	1	0.7676724610000747
189.99858224699986	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
193.49732065399985	2.5	scene	reward	violation	3	A	8	1	0.6949388380003256
195.99732065399985	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
199.49812298700002	2.5	scene	neutral	violation	3	A	4	1	0.6832125030000498
201.99812298700002	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
205.49792539400002	2.5	scene	neutral	violation	3	A	39	1	0.679330619999746
207.99792539400002	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
211.49666414300012	2.5	scene	neutral	nonviolation	3	A	70	1	0.5805287779999162
213.99666414300012	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
217.49717900899986	2.5	scene	neutral	nonviolation	3	A	85	1	0.7730794620001689
219.99717900899986	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
223.4967569410001	2.5	scene	reward	violation	3	A	21	1	0.6774260009997306
225.9967569410001	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
229.497499095	2.5	scene	neutral	violation	3	A	24	1	0.6377591229997961
231.997499095	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
235.49629919900008	2.5	scene	reward	nonviolation	3	A	49	1	0.8479911310000716
237.99629919900008	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
241.4960465270001	2.5	scene	neutral	violation	3	A	36	1	0.6722164139996494
243.9960465270001	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
247.4955704529998	2.5	scene	reward	violation	3	A	16	1	0.6816144500003247
249.9955704529998	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
253.495088312	2.5	scene	neutral	nonviolation	3	A	92	1	0.6151755910000247
255.995088312	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
259.49483878	2.5	scene	reward	nonviolation	3	A	54	1	0.5834405850000621
261.99483878	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
265.49457743799985	2.5	scene	neutral	nonviolation	3	A	65	1	0.8186940969999341
267.99457743799985	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
271.49409035200006	2.5	scene	reward	violation	3	A	45	1	0.8551846989998921
273.99409035200006	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
277.49362491500005	2.5	scene	reward	violation	3	A	42	1	0.6625791419996858
279.99362491500005	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
283.49414062100004	2.5	scene	neutral	nonviolation	3	A	77	1	0.5701434160000645
285.99414062100004	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
289.4926852509998	2.5	scene	reward	violation	3	A	38	1	0.7185848260000967
291.9926852509998	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
295.4934121830001	2.5	scene	reward	nonviolation	3	A	90	1	0.7627786029997878
297.9934121830001	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
301.492927838	2.5	scene	reward	nonviolation	4	A	58	1	0.6213464469997234
303.992927838	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
307.4924497020002	2.5	scene	neutral	nonviolation	4	A	85	1	0.7188045089997104
309.9924497020002	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
313.4923721750001	2.5	scene	neutral	nonviolation	4	A	62	1	0.8193900070000382
315.9923721750001	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
319.49229123199984	2.5	scene	reward	nonviolation	4	A	78	1	0.7829801660000157
321.99229123199984	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
325.492211923	2.5	scene	neutral	nonviolation	4	A	92	1	0.5860735000001114
327.992211923	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
331.49213244600014	2.5	scene	reward	violation	4	A	11	1	0.6861502299998392
