onset	duration	trial_type	subcategory	response_accuracy	response_time
13.509233365301043	0.5	scene	indoor	1	0.6106232670135796
15.009202715009451	0.5	scene	indoor	1	0.7526737013831735
16.509189856238663	0.5	scene	outdoor	1	0.49375048698857427
18.009172722231597	0.5	scene	outdoor	1	0.36576670082286
19.509156816173345	0.5	scene	indoor	1	0.5026995772495866
21.009137245360762	0.5	scene	outdoor	1	0.6188013986684382
22.509113021194935	0.5	scene	outdoor	1	0.5878266589716077
24.009093774016947	0.5	scene	indoor	1	0.5627641100436449
25.509073068387806	0.5	scene	indoor	1	0.5138425286859274
27.009052806068212	0.5	scene	outdoor	1	0.7148668202571571
43.50883240625262	0.5	face	male	1	0.599114750046283
45.00882266834378	0.5	face	male	1	0.4211189057677984
46.50880405213684	0.5	face	female	1	0.5051398361101747
48.008779344148934	0.5	face	male	1	0.47916893288493156
49.508751556277275	0.5	face	female	1	0.5001866118982434
51.00873427838087	0.5	face	female	1	0.5261398539878428
52.508714127354324	0.5	face	male	1	0.4842270938679576
54.00870450306684	0.5	face	male	1	0.4422349692322314
55.50867823604494	0.5	face	female	1	0.5292677571997046
57.008653833996505	0.5	face	female	1	0.5063033374026418
73.50844453508034	0.5	face	male	1	0.43849971424788237
75.00842667836696	0.5	face	male	1	0.7125236680731177
76.50839419616386	0.5	face	male	1	0.5215379581786692
78.00838012713939	0.5	face	female	1	0.4135699770413339
79.50836886232719	0.5	face	female	1	0.5195043887943029
81.00834348518401	0.5	face	female	1	0.4706058008596301
82.5083146840334	0.5	face	male	1	0.5396395693533123
84.00830488838255	0.5	face	female	1	0.504642941057682
85.50827785627916	0.5	face	female	1	0.5206553870812058
87.00825552409515	0.5	face	male	1	0.4906916790641844
103.50803398434073	0.5	scene	outdoor	1	0.6799157126806676
105.00801894208416	0.5	scene	outdoor	1	0.6049322322942317
106.5080049210228	0.5	scene	indoor	0	0.559941504150629
108.0079755410552	0.5	scene	indoor	1	0.8389605632983148
109.50796675728634	0.5	scene	outdoor	1	0.5399862499907613
111.00795272318646	0.5	scene	indoor	1	0.6229998129419982
112.507926880382	0.5	scene	outdoor	1	0.5659615686163306
114.00790311116725	0.5	scene	indoor	1	0.55596370017156
115.50787961902097	0.5	scene	indoor	n/a	n/a
117.0078574041836	0.5	scene	outdoor	1	0.5670948722399771
133.50765057606623	0.5	object	manmade	1	0.6903131483122706
135.00761619629338	0.5	object	natural	1	0.5122624929063022
136.50759582640603	0.5	object	manmade	1	0.49235702073201537
138.00757900811732	0.5	object	natural	1	0.5183439319953322
139.50756201101467	0.5	object	manmade	1	0.42339224833995104
