onset	duration	trial_type	condition	repetition	pairmate	pairID	category	subcategory	response_accuracy	response_time
13.509395994013175	1	prelearning	violation	1	B	6	scene	outdoor	1	0.8792087350739166
16.509362006094307	1	prelearning	violation	1	B	2	scene	indoor	1	0.5352354899514467
19.509321268997155	1	prelearning	nonviolation	1	A	55	scene	outdoor	1	0.7301971270935609
22.50928144901991	1	prelearning	nonviolation	1	B	49	scene	outdoor	1	0.7823204629821703
25.509241612046022	1	prelearning	violation	1	B	5	scene	indoor	1	0.5863643200136721
28.509202060056854	1	prelearning	nonviolation	1	A	49	scene	outdoor	1	0.8133626900380477
31.50916307407897	1	prelearning	nonviolation	1	A	53	scene	indoor	1	0.6124420029809698
34.50912883807905	1	prelearning	nonviolation	1	A	56	scene	outdoor	1	0.6044739159988239
37.5090932440944	1	prelearning	nonviolation	1	B	54	scene	indoor	1	0.5925042459275573
40.50904464209452	1	prelearning	nonviolation	1	B	51	scene	outdoor	1	0.6675540530122817
43.50900522107258	1	prelearning	nonviolation	1	B	52	scene	indoor	1	0.5595972399460152
46.50896652799565	1	prelearning	violation	1	B	8	scene	indoor	1	0.8036376080708578
49.508936571073725	1	prelearning	nonviolation	1	A	51	scene	indoor	1	0.7536638239398599
52.50888424902222	1	prelearning	nonviolation	1	B	50	scene	outdoor	1	0.5017249380471185
55.50885210908018	1	prelearning	violation	1	A	7	scene	outdoor	1	0.5757540889317171
58.5088077520486	1	prelearning	violation	1	A	3	scene	outdoor	1	0.6337999530369416
61.50877621001564	1	prelearning	nonviolation	1	B	55	scene	outdoor	1	0.5638310799840838
64.50873198709449	1	prelearning	violation	1	A	4	scene	indoor	1	0.8338825569953771
67.5086845200276	1	prelearning	nonviolation	1	A	54	scene	outdoor	1	0.772926185047254
70.50865592109041	1	prelearning	nonviolation	1	A	52	scene	indoor	1	0.6129483350086957
73.5086086851079	1	prelearning	violation	1	A	2	scene	outdoor	1	0.6789945679483935
76.50857032602653	1	prelearning	violation	1	A	6	scene	indoor	1	0.578037380008027
79.50853691203521	1	prelearning	violation	1	B	7	scene	outdoor	1	0.6630750349722803
82.50848909502383	1	prelearning	violation	1	B	4	scene	outdoor	1	0.6291165620787069
85.5084583570715	1	prelearning	nonviolation	1	B	53	scene	indoor	1	0.5911558379884809
88.50840895308647	1	prelearning	violation	1	A	1	scene	indoor	1	0.6582032669102773
91.50837722606957	1	prelearning	violation	1	A	8	scene	indoor	0	0.5822297650156543
94.50833081500605	1	prelearning	violation	1	A	5	scene	outdoor	1	0.544278456014581
97.5082932600053	1	prelearning	violation	1	B	3	scene	outdoor	1	0.6133193090790883
100.50826117710676	1	prelearning	nonviolation	1	A	50	scene	indoor	1	0.6343458530027419
103.508211959037	1	prelearning	violation	1	B	1	scene	indoor	1	0.5164029459701851
106.50817773805466	1	prelearning	nonviolation	1	B	56	scene	indoor	0	0.5684371279785411
109.50813925103284	1	learning	nonviolation	2	A	49	scene	outdoor	1	0.5945024300599471
112.50809038104491	1	learning	nonviolation	2	B	49	scene	outdoor	1	0.5905197929823771
115.5080509040272	1	learning	violation	2	A	1	scene	indoor	1	0.584561352035962
118.5080110920826	1	learning	violation	2	B	1	scene	indoor	1	0.5146016760263592
121.50797204102855	1	learning	violation	2	A	2	scene	outdoor	1	0.5926410820102319
124.50793531199452	1	learning	violation	2	B	2	scene	indoor	1	0.5686770071042702
127.50789858202916	1	learning	nonviolation	2	A	50	scene	indoor	1	0.5227143110241741
130.50785137608182	1	learning	nonviolation	2	B	50	scene	outdoor	1	0.5657646539621055
133.50781067402568	1	learning	violation	2	A	3	scene	outdoor	1	0.5068046509986743
136.50777285906952	1	learning	violation	2	B	3	scene	outdoor	1	0.5228440889623016
139.5077309430344	1	learning	violation	2	A	4	scene	indoor	1	0.5258829189697279
142.50770053407174	1	learning	violation	2	B	4	scene	outdoor	1	0.4489199969684705
145.50765517307443	1	learning	violation	3	A	2	scene	outdoor	1	0.515958713949658
148.50761222001162	1	learning	violation	3	B	2	scene	indoor	1	0.5350043020443991
151.50757719005924	1	learning	nonviolation	2	A	51	scene	indoor	1	0.6420495889615268
154.50753210205585	1	learning	nonviolation	2	B	51	scene	outdoor	1	0.937001217971556
157.50749009405263	1	learning	violation	2	A	5	scene	outdoor	1	0.5371251889737323
160.5074477600865	1	learning	violation	2	B	5	scene	indoor	1	0.5351685049245134
163.50741192209534	1	learning	violation	2	A	6	scene	indoor	1	0.6912138490006328
166.50737231306266	1	learning	violation	2	B	6	scene	outdoor	1	0.5062500110361725
169.50733239308462	1	learning	violation	3	A	3	scene	outdoor	1	0.5352876839460805
172.50729983299968	1	learning	violation	3	B	3	scene	outdoor	1	0.5193223920650779
175.5072513590567	1	learning	violation	2	A	7	scene	outdoor	1	0.4923689380520955
178.50720765499864	1	learning	violation	2	B	7	scene	outdoor	1	0.5364132421091199
181.4904982621083	1	learning	nonviolation	3	A	50	scene	indoor	1	0.495122151914984
184.49045324604958	1	learning	nonviolation	3	B	50	scene	outdoor	1	0.5971739529632032
187.50709672307133	1	learning	nonviolation	2	A	52	scene	indoor	1	0.5325239900266752
190.50705116905738	1	learning	nonviolation	2	B	52	scene	indoor	1	0.5935675429645926
193.49033772409888	1	learning	nonviolation	3	A	49	scene	outdoor	1	0.5282827379414812
196.5069700900931	1	learning	nonviolation	3	B	49	scene	outdoor	1	0.5786581739084795
199.4902598500485	1	learning	violation	3	A	1	scene	indoor	1	0.5313608270371333
202.49022553605027	1	learning	violation	3	B	1	scene	indoor	1	0.5263965700287372
205.49019242310897	1	learning	nonviolation	2	A	53	scene	indoor	1	0.5394321779021993
208.49013384408318	1	learning	nonviolation	2	B	53	scene	indoor	1	0.6694936819840223
211.49010086106136	1	learning	violation	3	A	4	scene	indoor	1	0.6755224169464782
214.49006254202686	1	learning	violation	3	B	4	scene	outdoor	1	0.5025652020704001
217.49001887999472	1	learning	violation	2	A	8	scene	indoor	1	1.0406095311045649
220.4899750320474	1	learning	violation	2	B	8	scene	indoor	1	0.6146547000389546
223.48994068102908	1	learning	nonviolation	3	A	51	scene	indoor	1	0.5486890210304409
226.48989514203282	1	learning	nonviolation	3	B	51	scene	outdoor	1	0.7747285959776491
229.48986028402575	1	learning	nonviolation	4	A	49	scene	outdoor	1	0.4987663440406322
232.48982100805733	1	learning	nonviolation	4	B	49	scene	outdoor	1	0.7637791760498658
235.48978012299634	1	learning	nonviolation	3	A	52	scene	indoor	1	0.4968411100562662
238.48974149604328	1	learning	nonviolation	3	B	52	scene	indoor	1	0.5758859029738232
241.4896984330844	1	learning	violation	3	A	6	scene	indoor	1	0.7529323539929464
244.48965532705188	1	learning	violation	3	B	6	scene	outdoor	1	0.522975179948844
247.48961362009868	1	learning	violation	4	A	2	scene	outdoor	1	0.4790133679052815
250.48957001499372	1	learning	violation	4	B	2	scene	indoor	1	0.4930611700983718
253.48953512508888	1	learning	nonviolation	4	A	50	scene	indoor	1	0.4950936719542369
256.48949658300256	1	learning	nonviolation	4	B	50	scene	outdoor	1	0.5461336900480092
259.48946335702203	1	learning	violation	4	A	4	scene	indoor	1	0.4891707160277292
262.4894161510747	1	learning	violation	4	B	4	scene	outdoor	1	0.5172136209439486
265.48937511607073	1	learning	violation	3	A	5	scene	outdoor	1	0.4842585290316492
268.4893387970514	1	learning	violation	3	B	5	scene	indoor	1	0.4712930199457333
271.4892931031063	1	restudy	nonviolation	5	B	50	scene	outdoor	1	0.5333690729457885
