onset	duration	trial_type	subcategory	response_accuracy	response_time
13.503714392078109	0.5	object	natural	1	0.764181796927005
15.003696855041198	0.5	object	manmade	1	0.836200378020294
16.503678227076307	0.5	object	manmade	1	0.5932153610046953
18.003658182104118	0.5	object	natural	1	0.6752371148904786
19.503644549055025	0.5	object	manmade	1	0.5612491619540378
21.00362562807277	0.5	object	manmade	1	0.5332672420190647
22.503595667076297	0.5	object	manmade	1	0.49030254897661507
24.003577106050216	0.5	object	natural	1	0.5363206350011751
25.50355931010563	0.5	object	natural	1	0.5663345059147105
27.003549359040335	0.5	object	natural	1	0.6473580229794607
43.50331499509048	0.5	scene	outdoor	1	0.4895879569230601
45.00329365208745	0.5	scene	outdoor	1	0.4446030609542504
46.50328296399675	0.5	scene	outdoor	1	0.7426171560073271
48.00326509808656	0.5	scene	outdoor	1	0.4076349149690941
49.5032346380176	0.5	scene	indoor	1	0.5376708250259981
51.00321654602885	0.5	scene	indoor	1	0.4746808880008757
52.5031950280536	0.5	scene	indoor	1	0.4957099109888077
54.003173617995344	0.5	scene	indoor	1	0.5257304731057957
55.50316648709122	0.5	scene	indoor	1	0.6486529149115086
57.003134926082566	0.5	scene	outdoor	1	0.4387662539957091
73.50292045599781	0.5	scene	outdoor	1	0.4709800500422716
75.00289539003279	0.5	scene	indoor	1	0.46100682800170034
76.50287083908916	0.5	scene	outdoor	1	0.5940355609636754
78.0028642360121	0.5	scene	indoor	1	0.5430373550625518
79.50283458305057	0.5	scene	outdoor	1	0.5480739120393991
81.0028165220283	0.5	scene	indoor	1	0.6521057679783553
82.50279294908978	0.5	scene	indoor	1	0.4701197949470952
84.00277285010088	0.5	scene	outdoor	1	0.47413165296893567
85.50276409601793	0.5	scene	indoor	1	0.6061397490557283
87.00273085699882	0.5	scene	outdoor	0	0.5851730370195583
103.50250787299592	0.5	object	manmade	1	0.6763749300735071
105.00249982601963	0.5	object	manmade	1	0.4314110380364582
106.50247920805123	0.5	object	natural	1	0.4134310450172052
108.00244708207902	0.5	object	natural	1	0.4184557729167864
109.50243360607419	0.5	object	manmade	1	0.4914768709568307
111.00241289101541	0.5	object	natural	1	0.47449635597877204
112.50239198701456	0.5	object	natural	1	0.7095270780846477
114.00237699807622	0.5	object	manmade	1	0.4775305959628895
115.5023474880727	0.5	object	manmade	1	0.6765635199844837
117.00232834601775	0.5	object	natural	1	0.42657583008985966
133.50210232008249	0.5	face	female	1	0.47480299102608114
135.00209281709976	0.5	face	female	1	0.3968173019820824
136.50206914101727	0.5	face	male	1	0.3788416039897129
138.00204873108305	0.5	face	female	1	0.6128587289713323
