onset	duration	trial_type	reward_condition	condition	repetition	pairmate	pairID	response_accuracy	response_time
13.515900114958642	2.5	scene	neutral	violation	3	A	47	0	1.3447651439928452
16.01590011495864	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
19.499146885995287	2.5	scene	reward	violation	3	A	33	1	0.9605349790072067
21.999146885995287	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
25.49906802800251	2.5	scene	neutral	nonviolation	3	A	78	1	0.9285954759689048
27.99906802800251	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
31.498995137982998	2.5	scene	reward	violation	3	A	27	1	1.2426734030013904
33.998995137982995	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
37.49891897395719	2.5	scene	neutral	nonviolation	3	A	96	1	0.6997459540143609
39.99891897395719	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
43.498897810000926	2.5	scene	reward	violation	3	A	2	1	0.7647625829558821
45.998897810000926	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
49.498745610995684	2.5	scene	reward	nonviolation	3	A	73	1	0.635925413982477
51.998745610995684	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
55.498688822961405	2.5	scene	reward	nonviolation	3	A	53	1	0.8910015990259126
57.998688822961405	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
61.49859326600563	2.5	scene	reward	violation	3	A	43	1	0.860075362958014
63.99859326600563	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
67.49852872896008	2.5	scene	reward	nonviolation	3	A	56	1	0.6790185350109823
69.99852872896008	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
73.49844125699019	2.5	scene	reward	nonviolation	3	A	92	0	1.1482323489617556
75.99844125699019	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
79.50293143995805	2.5	scene	neutral	nonviolation	3	A	54	0	0.8177420170395635
82.00293143995805	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
85.49833815498278	2.5	scene	neutral	violation	3	A	14	0	1.4403392549720593
87.99833815498278	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
91.5030251549906	2.5	scene	neutral	nonviolation	3	A	76	1	0.8396479579969309
94.0030251549906	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
97.50161525898147	2.5	scene	reward	nonviolation	3	A	75	1	0.7320640420075506
100.00161525898147	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
103.49804150598357	2.5	scene	neutral	violation	3	A	16	1	0.7126330069731921
105.99804150598357	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
109.50186819996452	2.5	scene	neutral	nonviolation	3	A	83	1	0.748809720040299
112.00186819996452	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
115.50061313796324	2.5	scene	reward	violation	3	A	10	1	0.9110673620016314
118.00061313796324	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
121.50141644297399	2.5	scene	reward	violation	3	A	32	1	0.6902589270030148
124.00141644297399	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
127.49771994596813	2.5	scene	neutral	violation	3	A	38	1	0.8049625240382738
129.99771994596813	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
133.50018488499336	2.5	scene	reward	nonviolation	3	A	64	1	0.8364948320086114
136.00018488499336	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
139.49755409895442	2.5	scene	neutral	nonviolation	3	A	55	1	0.9161469780374318
141.99755409895442	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
145.4974694569828	2.5	scene	neutral	nonviolation	3	A	70	1	0.6452140579931438
147.9974694569828	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
151.49911517096916	2.5	scene	reward	nonviolation	3	A	72	1	0.8855693220393732
153.99911517096916	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
157.49864144495226	2.5	scene	reward	violation	3	A	11	1	0.6100394640234299
159.99864144495226	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
163.49723694298882	2.5	scene	neutral	violation	3	A	41	1	0.7504467869875953
165.99723694298882	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
169.49716354900738	2.5	scene	reward	nonviolation	3	A	85	1	0.6445227099466138
171.99716354900738	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
175.49779643799408	2.5	scene	reward	nonviolation	3	A	87	1	0.7608915639575571
177.99779643799408	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
181.4969959279988	2.5	scene	neutral	violation	3	A	17	1	1.1226903269998731
183.9969959279988	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
187.498057417979	2.5	scene	reward	nonviolation	3	A	62	1	0.5546291419886984
189.998057417979	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
