onset	duration	trial_type	condition	repetition	pairmate	pairID	category	subcategory	response_accuracy	response_time
13.502203751006165	1	postlearning	violation	7	B	9	scene	outdoor	1	0.8804193629184738
16.502156035974618	1	postlearning	nonviolation	7	B	53	scene	indoor	1	0.5834732259390876
19.50211638398468	1	postlearning	nonviolation	7	B	78	scene	outdoor	1	0.7105039060115814
22.502087469911203	1	postlearning	nonviolation	7	B	93	scene	outdoor	1	0.596479187021032
25.50205406791065	1	postlearning	violation	7	B	38	scene	indoor	1	0.5795710470993072
28.50199546292424	1	postlearning	nonviolation	7	B	51	scene	outdoor	1	0.450627324054949
31.50195767800324	1	postlearning	violation	7	B	33	scene	indoor	1	0.7376725599169731
34.50191853696015	1	postlearning	nonviolation	7	B	90	scene	indoor	0	0.4007090099621564
37.50187903293409	1	postlearning	nonviolation	7	B	52	scene	outdoor	1	0.521751155029051
40.50184091797564	1	postlearning	nonviolation	7	B	62	scene	indoor	1	0.6347783260280266
43.501802347949706	1	postlearning	violation	7	B	21	scene	outdoor	1	0.8288208950543776
46.50182902195957	1	postlearning	violation	7	B	32	scene	outdoor	1	0.7087960790377109
49.50172091589775	1	postlearning	nonviolation	7	B	63	scene	indoor	1	0.5009025160688907
52.50168931693771	1	postlearning	violation	7	B	27	scene	outdoor	1	0.5489347790135071
55.50165068195202	1	postlearning	nonviolation	7	B	59	scene	indoor	1	0.6489745089784265
58.50161555595697	1	postlearning	nonviolation	7	B	50	scene	indoor	1	0.6220126460539177
61.501597495982416	1	postlearning	violation	7	B	26	scene	outdoor	1	0.5810278919525445
64.50156127999071	1	postlearning	nonviolation	7	B	54	scene	outdoor	1	0.6490631599444896
67.50149191101082	1	postlearning	violation	7	B	40	scene	outdoor	1	1.0611403079237791
70.50145452993456	1	postlearning	nonviolation	7	B	86	scene	indoor	1	0.5541744009824471
73.50141189992428	1	postlearning	nonviolation	7	B	56	scene	indoor	1	0.6422150720609352
76.50137554900721	1	postlearning	violation	7	B	20	scene	outdoor	1	0.8612546368967742
79.50132377899719	1	postlearning	violation	7	B	48	scene	outdoor	1	0.5543009699322283
82.50128603901248	1	postlearning	nonviolation	7	B	77	scene	indoor	1	0.8113453689729795
85.50124497595243	1	postlearning	nonviolation	7	B	87	scene	outdoor	1	0.5363802959909663
88.50120652199257	1	postlearning	violation	7	B	25	scene	indoor	1	0.4924281139392406
91.5011635419214	1	postlearning	violation	7	B	10	scene	outdoor	1	0.4974689930677414
94.50112479890232	1	postlearning	nonviolation	7	B	74	scene	outdoor	1	0.7125016479985788
97.50108347099741	1	postlearning	nonviolation	7	B	71	scene	outdoor	1	0.4885445409454405
100.50104380096307	1	postlearning	violation	7	B	6	scene	outdoor	1	0.4855970799690113
103.50100970792118	1	postlearning	nonviolation	7	B	49	scene	indoor	1	0.5566190780373289
106.50096501596272	1	postlearning	nonviolation	7	B	82	scene	outdoor	1	0.6326595350401476
109.50092959101313	1	postlearning	nonviolation	7	B	70	scene	outdoor	1	0.6676995209418237
