onset	duration	trial_type	condition	pairmate	pairID
13.5	1	scene	violation	A	32
15.053615792188792	1	reward	n/a	n/a	n/a
18.0	1	scene	nonviolation	A	89
19.553561494220048	1	reward	n/a	n/a	n/a
22.5	1	scene	violation	A	40
24.053490106016397	1	reward	n/a	n/a	n/a
27.0	1	scene	violation	A	5
28.553432724205773	1	reward	n/a	n/a	n/a
31.5	1	scene	nonviolation	A	72
33.05337133118883	1	neutral	n/a	n/a	n/a
36.0	1	scene	nonviolation	A	75
37.553312910022214	1	neutral	n/a	n/a	n/a
40.5	1	scene	violation	A	47
42.05325107905081	1	neutral	n/a	n/a	n/a
45.0	1	scene	nonviolation	A	71
46.55320084420964	1	reward	n/a	n/a	n/a
49.5	1	scene	violation	A	18
51.053131864173345	1	neutral	n/a	n/a	n/a
54.0	1	scene	violation	A	25
55.553072842070826	1	neutral	n/a	n/a	n/a
58.5	1	scene	nonviolation	A	82
60.053023878019296	1	reward	n/a	n/a	n/a
63.0	1	scene	nonviolation	A	96
64.55296089919285	1	neutral	n/a	n/a	n/a
67.5	1	scene	violation	A	43
69.05289303720929	1	reward	n/a	n/a	n/a
72.0	1	scene	violation	A	1
73.552832424175	1	neutral	n/a	n/a	n/a
76.5	1	scene	nonviolation	A	56
78.05277504608966	1	neutral	n/a	n/a	n/a
81.0	1	scene	nonviolation	A	60
82.55272442218848	1	reward	n/a	n/a	n/a
85.5	1	scene	nonviolation	A	65
87.05265368614346	1	neutral	n/a	n/a	n/a
90.0	1	scene	violation	A	10
91.5526070650667	1	reward	n/a	n/a	n/a
94.5	1	scene	nonviolation	A	74
96.05253404821268	1	reward	n/a	n/a	n/a
99.0	1	scene	nonviolation	A	61
100.5524817830883	1	neutral	n/a	n/a	n/a
103.5	1	scene	nonviolation	A	49
105.05242393910885	1	reward	n/a	n/a	n/a
108.0	1	scene	violation	A	22
109.55235852417536	1	neutral	n/a	n/a	n/a
112.5	1	scene	nonviolation	A	64
114.05230107111856	1	neutral	n/a	n/a	n/a
117.0	1	scene	violation	A	9
118.55224221921526	1	reward	n/a	n/a	n/a
121.5	1	scene	violation	A	46
123.05218233517373	1	reward	n/a	n/a	n/a
126.0	1	scene	violation	A	7
127.55211516818964	1	neutral	n/a	n/a	n/a
130.5	1	scene	violation	A	12
132.05205972702242	1	neutral	n/a	n/a	n/a
135.0	1	scene	violation	A	37
136.55199933913536	1	reward	n/a	n/a	n/a
139.5	1	scene	nonviolation	A	88
141.05193730001338	1	neutral	n/a	n/a	n/a
144.0	1	scene	violation	A	28
145.55187778919938	1	reward	n/a	n/a	n/a
148.5	1	scene	violation	A	20
150.05183352902532	1	reward	n/a	n/a	n/a
153.0	1	scene	violation	A	38
154.5517584821209	1	neutral	n/a	n/a	n/a
157.5	1	scene	nonviolation	A	58
159.0516933822073	1	reward	n/a	n/a	n/a
162.0	1	scene	nonviolation	A	55
163.5516401052009	1	neutral	n/a	n/a	n/a
166.5	1	scene	violation	A	36
168.05157134914768	1	neutral	n/a	n/a	n/a
171.0	1	scene	violation	A	24
172.55151347722858	1	reward	n/a	n/a	n/a
175.5	1	scene	nonviolation	A	84
177.05146160000004	1	reward	n/a	n/a	n/a
180.0	1	scene	violation	A	48
181.55141100520268	1	neutral	n/a	n/a	n/a
184.5	1	scene	violation	A	29
186.0513381480705	1	neutral	n/a	n/a	n/a
189.0	1	scene	nonviolation	A	93
190.55127835716118	1	neutral	n/a	n/a	n/a
193.5	1	scene	violation	A	16
195.0512198631186	1	neutral	n/a	n/a	n/a
198.0	1	scene	violation	A	4
199.55117590213194	1	reward	n/a	n/a	n/a
202.5	1	scene	nonviolation	A	53
204.0510979751125	1	reward	n/a	n/a	n/a
207.0	1	scene	nonviolation	A	90
208.5510406321846	1	reward	n/a	n/a	n/a
211.5	1	scene	nonviolation	A	85
213.050976262195	1	neutral	n/a	n/a	n/a
216.0	1	scene	nonviolation	A	73
217.55091960122812	1	reward	n/a	n/a	n/a
220.5	1	scene	nonviolation	A	76
222.06753160106015	1	neutral	n/a	n/a	n/a
225.0	1	scene	nonviolation	A	68
226.5508007651661	1	reward	n/a	n/a	n/a
