onset	duration	trial_type	reward_condition	condition	repetition	pairmate	pairID	response_accuracy	response_time
13.508500210940838	2.5	scene	reward	violation	1	A	11	1	0.7789483233354986
16.008500210940838	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
19.506451020017266	2.5	scene	reward	violation	1	A	6	1	1.236993166152388
22.006451020017266	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
25.50638653803617	2.5	scene	neutral	nonviolation	1	A	87	1	0.7460609539411962
28.00638653803617	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
31.50631542922929	2.5	scene	reward	nonviolation	1	A	53	1	0.9111304949037732
34.00631542922929	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
37.506594849284745	2.5	scene	neutral	violation	1	A	21	1	0.7008088449947536
40.006594849284745	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
43.50614950014278	2.5	scene	reward	violation	1	A	10	1	0.7583012450486422
46.00614950014278	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
49.50606839125975	2.5	scene	reward	violation	1	A	2	1	1.1403833166696131
52.00606839125975	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
55.506142342928804	2.5	scene	neutral	nonviolation	1	A	75	1	1.0093161682598293
58.006142342928804	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
61.505910104140646	2.5	scene	reward	nonviolation	1	A	80	1	1.6105373241007328
64.00591010414064	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
67.50583721604197	2.5	scene	reward	nonviolation	1	A	57	1	1.0766206588596106
70.00583721604197	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
73.50575337791815	2.5	scene	reward	nonviolation	1	A	71	1	0.7516800430603325
76.00575337791815	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
79.5056739510037	2.5	scene	neutral	violation	1	A	40	1	0.686765864957124
82.0056739510037	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
85.50560431834309	2.5	scene	reward	violation	1	A	38	1	0.5778570328839123
88.00560431834309	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
91.50551722990349	2.5	scene	neutral	violation	1	A	32	1	1.1009398694150148
94.00551722990349	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
97.50544253503904	2.5	scene	neutral	violation	1	A	16	1	0.9340173089876772
100.00544253503904	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
103.50536305317655	2.5	scene	neutral	violation	1	A	25	1	0.7270920411683619
106.00536305317655	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
109.50527857802808	2.5	scene	neutral	violation	1	A	13	1	0.8881821981631219
112.00527857802808	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
115.50520639913157	2.5	scene	reward	violation	1	A	18	0	1.4392542028799653
118.00520639913157	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
121.50512221828104	2.5	scene	neutral	violation	1	A	45	1	0.881337707862258
124.00512221828104	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
127.50504785915837	2.5	scene	reward	violation	1	A	19	1	0.6954110320657492
130.00504785915837	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
133.50496544735506	2.5	scene	neutral	violation	1	A	3	1	1.2284921519458294
136.00496544735506	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
139.50488466909158	2.5	scene	neutral	violation	1	A	41	1	0.8636095938272774
142.00488466909158	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
