onset	duration	trial_type	condition	response_accuracy	response_time
13.513949120999316	2.5	B	violation	1	2.0122219120385125
16.513913062983193	2.5	A	nonviolation	1	0.7922786880517378
19.51387093006633	2.5	A	violation	1	0.991316639003344
22.513841331005093	2.5	A	nonviolation	1	0.911352169001475
25.513802204979587	2.5	A	nonviolation	1	0.6963919110130519
28.513765295036134	2.5	A	nonviolation	1	0.8004244919866323
31.513723094016317	2.5	B	nonviolation	1	1.7464684139704332
34.51367343706079	2.5	A	nonviolation	1	0.7275135410018265
37.5136359980097	2.5	B	violation	1	1.969556070980616
40.513594356016256	2.5	A	violation	1	0.929601719020866
43.51356623705942	2.5	B	violation	0	1.3186297989450395
46.513516118982814	2.5	B	nonviolation	1	1.0366790030384436
49.51348114607389	2.5	A	violation	1	1.1397149119293315
52.51344746199903	2.5	A	violation	1	0.7647406600881368
55.51341086497996	2.5	A	violation	1	1.1217892080312597
58.51336073107086	2.5	B	nonviolation	1	1.4538366969209164
61.513327839085825	2.5	B	nonviolation	0	1.4188703689724207
64.51328462501988	2.5	A	violation	1	1.2689119779970497
67.5132505770307	2.5	A	nonviolation	1	1.0698752759490162
70.51319989806507	2.5	A	violation	1	1.107000574003905
73.51316816802138	2.5	B	violation	1	1.2300298389745876
76.51312072598375	2.5	A	nonviolation	1	0.9300708430819212
79.51309281901922	2.5	A	violation	1	1.0951135610230267
82.51304514601361	2.5	B	nonviolation	0	2.2661568920593713
85.51300934702158	2.5	B	violation	0	1.3661901460727677
88.49629401601852	2.5	A	nonviolation	1	0.9969039710704236
91.51292681705671	2.5	A	violation	1	0.9352893140166998
94.51289331505541	2.5	A	violation	1	1.3213034060318023
97.49616679502651	2.5	B	nonviolation	0	1.4510316760279238
100.4961287950864	2.5	B	violation	0	1.480082971975207
103.49608947802336	2.5	B	violation	1	1.4241167510626838
106.512723381049	2.5	B	violation	0	1.4234783219872045
109.49601210805122	2.5	B	violation	1	2.1111421040259297
112.49597271101084	2.5	A	nonviolation	1	0.8882159129716456
115.49594352301209	2.5	B	violation	0	1.4542085690191016
118.49589029001072	2.5	B	nonviolation	0	1.0071956180036068
121.49586033204105	2.5	B	nonviolation	0	2.0033447389723733
124.4958110860316	2.5	B	nonviolation	0	1.6333880450110885
127.49578071699943	2.5	A	violation	1	0.8974247790174559
130.49572754802648	2.5	A	nonviolation	1	1.3864803740289062
133.49569504905958	2.5	A	violation	1	1.1235100260237232
136.4956543550361	2.5	B	violation	0	1.4435546559980141
139.49562299298125	2.5	A	nonviolation	1	1.4315833980217576
142.49557096499484	2.5	B	violation	0	1.738637674017809
145.4955396010773	2.5	A	nonviolation	1	0.8816697039874271
148.49549441807903	2.5	B	nonviolation	1	1.33771222201176
151.49545726005454	2.5	B	nonviolation	1	1.2907561659812927
154.4954151640413	2.5	B	nonviolation	0	1.3607907530386
157.49539368506518	2.5	A	violation	1	0.7916944539174438
160.49533693504054	2.5	B	nonviolation	0	0.7187925089383498
163.49528788402677	2.5	B	nonviolation	0	1.6029204770457
166.49525957601142	2.5	A	violation	1	0.6899474420351908
169.49520770797972	2.5	B	violation	0	1.1850054850801826
172.49516966403462	2.5	B	nonviolation	0	1.1330413969699291
175.49512426904403	2.5	A	nonviolation	1	0.7990870319772512
178.49510077200833	2.5	B	nonviolation	0	1.3201075380202385
181.49505868600681	2.5	A	nonviolation	1	1.0251545540522784
184.49503044807355	2.5	B	violation	0	1.2221844299929217
187.4949770610547	2.5	A	violation	1	0.9482320999959484
190.49493260507006	2.5	B	violation	1	0.9692900419468059
193.49490355898158	2.5	A	nonviolation	1	0.5703085660934448
196.4948602480581	2.5	A	violation	1	0.6753534709569067
199.49481427809224	2.5	A	violation	1	0.9874009269988164
202.49476781603883	2.5	B	violation	0	0.8084552979562432
205.4947271309793	2.5	A	violation	1	0.5874831241089851
208.4946843939833	2.5	A	violation	1	0.8055297750979662
211.49465393507853	2.5	A	violation	1	0.6155559249455109
214.49461191205774	2.5	B	nonviolation	0	1.2195167830213904
217.49456899403594	2.5	A	nonviolation	1	1.0196500859456137
220.49453698901925	2.5	B	nonviolation	0	1.2786803370108828
223.49448337405917	2.5	A	nonviolation	1	1.0927353949518874
226.4944426550064	2.5	B	nonviolation	1	0.8437781879911199
229.49441009503792	2.5	B	violation	0	0.5998042329447344
232.49437029298858	2.5	A	nonviolation	1	0.9418442820897326
235.4943197009852	2.5	A	nonviolation	1	0.9289049330400304
238.49428836198055	2.5	B	violation	0	1.1679372180951761
241.49425124702972	2.5	B	violation	0	1.4039664659649134
244.49419663008305	2.5	B	violation	1	1.2890293019590902
247.49416053108868	2.5	A	nonviolation	1	1.2180647089844572
250.49411754298492	2.5	A	nonviolation	1	1.0011011949973179
253.49408121500164	2.5	B	violation	1	1.0341437110910192
256.49404705897905	2.5	A	nonviolation	1	1.0921776971081272
259.494006906054	2.5	B	violation	1	1.1662145529408008
262.49395783199	2.5	B	nonviolation	1	1.0022644290002063
265.49392191204237	2.5	B	violation	1	0.9772989529883488
268.4938752900344	2.5	B	nonviolation	0	0.8673466920154169
271.4938323070528	2.5	A	violation	1	0.8383934049634263
274.49379613401834	2.5	A	violation	1	0.8414396999869496
277.4937534520868	2.5	A	violation	1	0.9164692600024864
280.4937156790402	2.5	B	nonviolation	0	0.9775148190092297
283.49366746807937	2.5	A	violation	1	0.7065594309242442
