onset	duration	trial_type	subcategory	response_accuracy	response_time
13.511078849900514	0.5	face	female	1.0	0.4813385820016265
15.011061235098168	0.5	face	female	1.0	0.4493623438756913
16.511046840110794	0.5	face	female	1.0	0.47637720685452223
18.011026981053874	0.5	face	male	1.0	0.4953958869446069
19.51100168400444	0.5	face	male	1.0	0.48542058491148055
21.010981977917254	0.5	face	male	1.0	0.4474360190797597
22.510962912114337	0.5	face	male	1.0	0.49545483686961234
24.010942070977762	0.5	face	female	1.0	0.5594883479643613
25.51092173298821	0.5	face	male	1.0	0.4774993129540235
27.01090226089582	0.5	face	female	1.0	0.5475187541451305
43.51068359799683	0.5	scene	indoor	1.0	0.5797378760762513
45.01066362694837	0.5	scene	indoor	1.0	0.6477606531698257
46.51064206101	0.5	scene	outdoor	1.0	0.6468556860927492
48.01062401011586	0.5	scene	outdoor	1.0	0.5767964909318835
49.510602955007926	0.5	scene	outdoor	1.0	0.7008156189695001
51.0105827790685	0.5	scene	outdoor	1.0	0.7898459970019758
52.51056509790942	0.5	scene	outdoor	1.0	0.7118522149976343
54.01054456806742	0.5	scene	indoor	1.0	0.665873205056414
55.51052435603924	0.5	scene	indoor	1.0	0.604901528917253
57.01050446694717	0.5	scene	indoor	1.0	0.9219166131224483
73.51028812699951	0.5	scene	indoor	1.0	0.5821329071186483
75.0102646520827	0.5	scene	indoor	1.0	0.5611598750110716
76.51024624006823	0.5	scene	indoor	1.0	0.668178197927773
78.01022538891993	0.5	scene	outdoor	1.0	0.6361978009808809
79.51020418899134	0.5	scene	outdoor	1.0	0.5432981490157545
81.01018566894345	0.5	scene	indoor	1.0	0.6012460780330002
82.51016648695804	0.5	scene	outdoor	1.0	0.6192616210319102
84.0101442320738	0.5	scene	outdoor	1.0	0.6462804689072073
85.51012492994778	0.5	scene	indoor	1.0	0.6963052819482982
87.01010594097897	0.5	scene	outdoor	1.0	0.8353284629993141
103.50988424289972	0.5	object	manmade	1.0	0.5935443351045251
105.00986634707078	0.5	object	natural	1.0	0.581563665997237
106.50984487496316	0.5	object	manmade	1.0	0.5905880921054631
107.99315706407651	0.5	object	natural	1.0	0.49927128688432276
109.49313687090762	0.5	object	natural	1.0	0.9672724560368806
110.99311683792621	0.5	object	manmade	1.0	0.5823095191735774
