onset	duration	trial_type	subcategory	response_accuracy	response_time
13.503374038031325	0.5	object	natural	1	0.5907220300287008
15.003354934044182	0.5	object	manmade	1	0.6267527879681438
16.50333163398318	0.5	object	manmade	1	0.6947732800617814
18.003319123992696	0.5	object	natural	1	0.480784656945616
19.503301318036392	0.5	object	manmade	1	0.5658014470245689
21.003275539027527	0.5	object	natural	1	0.4928270799573511
22.50326122995466	0.5	object	manmade	1	0.5068359039723873
24.00323467189446	0.5	object	natural	1	0.5518668580334634
25.503224580083042	0.5	object	manmade	1	0.39487455296330154
27.003197418060154	0.5	object	natural	1	0.5369021568913013
43.502973936032504	0.5	face	female	1	0.4701316109858453
45.002955456031486	0.5	face	male	1	0.3451534789055586
46.50293242186308	0.5	face	male	1	0.42317303898744285
48.00291930488311	0.5	face	female	1	0.329185854177922
49.502904223045334	0.5	face	male	1	0.366200357908383
51.002873545046896	0.5	face	male	1	0.47222820995375514
52.502858804073185	0.5	face	female	1	0.39624796295538545
54.00284240185283	0.5	face	male	1	0.4772619230207056
55.5028091899585	0.5	face	female	1	0.4472972499206662
57.002797934925184	0.5	face	female	1	0.4812608470674604
73.50258064107038	0.5	face	male	1	0.561528316931799
75.00255020102486	0.5	face	female	1	0.53355777496472
76.50254091899842	0.5	face	male	1	0.652568002929911
78.00250929105096	0.5	face	female	1	0.49652305082418025
79.50249344389886	0.5	face	male	1	0.5326191470958292
81.00247533805668	0.5	face	female	1	0.49364118999801576
82.50245597492903	0.5	face	female	1	0.8846553850453347
84.00243985606357	0.5	face	female	1	0.5416037018876523
85.50241323094815	0.5	face	male	1	0.6326997780706733
87.00239740195684	0.5	face	male	1	0.4486767640337348
103.50216687493958	0.5	scene	indoor	1	0.6459468689281493
105.00214624893852	0.5	scene	indoor	1	0.5559642119333148
106.5023690869566	0.5	scene	outdoor	1	0.4557482961099595
108.00211138604209	0.5	scene	outdoor	1	0.37100403383374214
109.50209007388912	0.5	scene	outdoor	1	0.5350269030313939
111.00206876196899	0.5	scene	outdoor	1	0.4570460529066622
112.50204942002892	0.5	scene	indoor	1	0.5390611889306456
114.00203433493152	0.5	scene	indoor	1	0.49008278106339276
115.50200279988348	0.5	scene	indoor	1	0.505111456150189
117.00199550506659	0.5	scene	outdoor	1	0.5181254979688674
133.50176425394602	0.5	scene	outdoor	1	0.49335296102799475
135.0017440340016	0.5	scene	outdoor	1	0.7073773529846221
136.5017281100154	0.5	scene	outdoor	1	0.520422417903319
138.00169995590113	0.5	scene	indoor	1	0.5394187129568309
139.50168368895538	0.5	scene	indoor	1	0.5484375169035047
141.00166533188894	0.5	scene	outdoor	1	0.7834599041379988
142.50164576387033	0.5	scene	indoor	1	0.610469532199204
144.0016230000183	0.5	scene	indoor	1	0.5954958179499954
145.50160738499835	0.5	scene	indoor	1	0.8335061289835721
147.0015817140229	0.5	scene	outdoor	1	0.5405349798966199
163.5013587179128	0.5	scene	indoor	1	0.5727669710759073
165.0013378020376	0.5	scene	outdoor	1	0.4777862769551575
166.50132457190193	0.5	scene	indoor	1	0.535795483039692
