onset	duration	trial_type	reward_condition	condition	repetition	pairmate	pairID	response_accuracy	response_time
13.509656550944786	2.5	scene	neutral	nonviolation	1	A	63	1	0.6820846709888428
16.009656550944786	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
19.509562077000734	2.5	scene	reward	violation	1	A	27	1	0.7151775959646329
22.009562077000734	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
25.509481551940556	2.5	scene	neutral	nonviolation	1	A	50	1	0.7351859579794109
28.009481551940556	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
31.509401435963806	2.5	scene	reward	violation	1	A	40	1	0.7323441229527816
34.00940143596381	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
37.5093209259212	2.5	scene	reward	nonviolation	1	A	69	0	0.8763455679873005
40.0093209259212	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
43.50925137090962	2.5	scene	neutral	violation	1	A	31	1	0.6584945040522143
46.00925137090962	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
49.509166342904784	2.5	scene	neutral	nonviolation	1	A	91	0	0.6805776510154828
52.009166342904784	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
55.50909118400887	2.5	scene	reward	nonviolation	1	A	79	1	0.5726527390070261
58.00909118400887	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
61.50900488498154	2.5	scene	reward	violation	1	A	11	1	0.7547402519267052
64.00900488498155	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
67.50892415491398	2.5	scene	neutral	nonviolation	1	A	80	0	0.6708347800886258
70.00892415491398	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
73.50884706899524	2.5	scene	reward	nonviolation	1	A	94	1	0.6388989309780301
76.00884706899524	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
79.50875904795248	2.5	scene	neutral	violation	1	A	48	1	0.7649868739536032
82.00875904795248	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
85.508682963904	2.5	scene	neutral	violation	1	A	20	1	0.7328597500454634
88.008682963904	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
91.50860238890164	2.5	scene	neutral	violation	1	A	12	1	0.7141520120203495
94.00860238890164	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
97.50852240901442	2.5	scene	neutral	violation	1	A	30	1	1.1062257669400424
100.00852240901442	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
103.50844411691652	2.5	scene	reward	violation	1	A	15	1	0.6253009230131283
106.00844411691652	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
109.50836311094463	2.5	scene	reward	nonviolation	1	A	57	0	0.7243895380524918
112.00836311094463	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
115.50828311999794	2.5	scene	reward	nonviolation	1	A	51	1	0.5474674889119342
118.00828311999794	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
121.50820247491356	2.5	scene	neutral	violation	1	A	7	1	0.6715283250669017
124.00820247491356	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
127.50812279991806	2.5	scene	neutral	violation	1	A	13	0	0.8496276690857485
130.00812279991806	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
133.50804722995963	2.5	scene	neutral	violation	1	A	36	1	0.889708747039549
136.00804722995963	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
139.50796304200776	2.5	scene	reward	nonviolation	1	A	54	1	1.2567931700032204
142.00796304200776	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
145.50788108294364	2.5	scene	reward	nonviolation	1	A	67	0	0.7347958490718156
148.00788108294364	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
151.49113615299575	2.5	scene	reward	violation	1	A	41	1	0.5796184389619157
153.99113615299575	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
157.49104924499986	2.5	scene	reward	violation	1	A	4	1	0.7217017719522119
159.99104924499986	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
