onset	duration	trial_type	condition	response_accuracy	response_time
13.507920791977087	2.5	A	nonviolation	1	1.107987387018511
16.506352738972055	2.5	B	nonviolation	1	2.0535612370003946
19.506305376999077	2.5	B	violation	1	1.2466047149791848
22.50626250699861	2.5	B	violation	0	1.437655621994054
25.506221483985428	2.5	B	violation	1	1.6666953430103604
28.506191160995517	2.5	A	nonviolation	1	1.3557244709809309
31.50614056098857	2.5	A	violation	1	0.9957762490084859
34.506104635976946	2.5	B	nonviolation	0	1.976812086009886
37.506064310000504	2.5	B	violation	n/a	n/a
40.50602219099528	2.5	B	nonviolation	1	1.04289353400236
43.5059893889993	2.5	A	violation	1	0.9339280659914948
46.50593789498089	2.5	B	nonviolation	1	1.2419847410055809
49.50590892398032	2.5	A	violation	1	0.7890091729932465
52.50585681898521	2.5	B	violation	0	1.3960622290032916
55.50582635498722	2.5	A	nonviolation	1	0.8440924980095588
58.50577892098226	2.5	B	nonviolation	1	1.1311395020165946
61.50574555899948	2.5	B	violation	0	0.9351060389890336
64.50569829298182	2.5	B	nonviolation	1	1.2222194600035436
67.50565597199602	2.5	B	violation	1	1.2342634569795337
70.50561904697679	2.5	B	nonviolation	1	1.2013074010028504
73.50557421697886	2.5	B	nonviolation	1	1.1413522240181921
76.505533396994	2.5	A	nonviolation	1	1.01138843697845
79.50549330899958	2.5	A	nonviolation	1	0.9164292399946136
82.50545205999515	2.5	A	violation	1	1.1324684949941002
85.50541291199625	2.5	A	nonviolation	1	0.7925118999846745
88.50537083897507	2.5	A	nonviolation	1	1.3865583150181922
91.50532672298141	2.5	B	violation	1	1.002599110011943
94.505294802977	2.5	A	violation	1	0.7516317150148097
97.50524405299801	2.5	B	nonviolation	0	1.1776789869763888
100.50520583699108	2.5	A	violation	1	0.8577231630042661
103.50516921698	2.5	A	nonviolation	1	0.7997532740118913
106.50513284598128	2.5	B	nonviolation	1	1.1817939000029585
109.50508410899783	2.5	A	nonviolation	1	1.0868449869740289
112.50504489499144	2.5	A	nonviolation	1	0.9428893169970252
115.50500850100072	2.5	A	violation	1	0.8999249529733788
118.50496153297718	2.5	B	violation	0	1.4189691540086642
121.50491977398632	2.5	B	violation	0	1.1350110069906805
124.50488537197815	2.5	A	violation	1	0.7550459150224924
127.50484172499272	2.5	A	violation	1	0.9880894609959796
130.50479212298524	2.5	B	violation	0	1.5071333780069835
133.50476110799357	2.5	A	violation	1	0.8101721770071891
136.50472146098036	2.5	A	nonviolation	1	0.7232075330102816
139.50467109199965	2.5	B	violation	1	1.2082590859790798
142.50463660497914	2.5	B	nonviolation	0	1.0422927910112776
145.50458968197927	2.5	A	violation	1	0.6543415070045739
148.5045477169915	2.5	B	nonviolation	1	1.5823863899859134
151.50450573698618	2.5	A	nonviolation	1	0.9984284919919446
154.50446733998248	2.5	A	violation	1	0.9414696989988444
157.50442999397637	2.5	B	violation	0	1.2124727710033767
160.50437821398373	2.5	A	nonviolation	1	0.8165586520044599
163.50434022897392	2.5	A	violation	1	0.717593448003754
166.50429332099156	2.5	A	nonviolation	1	0.7905854659911711
169.50425406199062	2.5	A	nonviolation	1	0.580676040990511
172.50421586097218	2.5	A	nonviolation	1	0.7997225140279625
175.50418041998637	2.5	B	violation	1	0.7477563600114081
178.50412806097302	2.5	B	violation	1	1.407806061004521
181.5040866499767	2.5	A	violation	1	0.7808536910160909
184.50405514499292	2.5	A	violation	1	0.6788838049978949
187.50400412999443	2.5	B	nonviolation	1	1.343935179989785
190.50396645997532	2.5	B	nonviolation	0	1.4019709730055183
193.5039245649823	2.5	A	violation	1	0.6550129239913076
196.5038820329937	2.5	A	nonviolation	1	0.7290563379938249
199.5038365489745	2.5	A	nonviolation	1	0.6741014430008363
202.50379390499438	2.5	B	nonviolation	1	0.91014404699672
205.5037597659976	2.5	B	violation	1	1.1111793849850071
208.503710555	2.5	A	nonviolation	1	1.1332280529895795
211.50367367299626	2.5	B	nonviolation	1	1.3732670879981017
214.50364068499766	2.5	A	nonviolation	1	1.1902992579853162
217.5035929699952	2.5	B	nonviolation	1	1.1303441439813469
220.50354514797797	2.5	B	violation	1	1.4783926790114492
223.5035088969744	2.5	B	nonviolation	1	1.2234339650021866
226.50347272100043	2.5	A	violation	1	0.7124656319792848
229.5034221009992	2.5	A	violation	1	0.7615211319935042
232.50337839397255	2.5	B	violation	0	1.1865652550186496
235.5033426489972	2.5	A	nonviolation	1	0.8396011400036514
238.5032938639924	2.5	A	violation	1	0.8236557460040785
241.50325854099358	2.5	B	violation	0	1.4596824650070632
244.50322100598717	2.5	B	nonviolation	0	1.289731352997478
247.50317005100084	2.5	A	violation	1	1.136773814971093
