onset	duration	trial_type	reward_condition	condition	repetition	pairmate	pairID	response_accuracy	response_time
13.509172933991067	2.5	scene	neutral	violation	1	A	1	1	0.9136056050192564
16.009172933991067	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
19.50909912900533	2.5	scene	neutral	nonviolation	1	A	96	1	1.416593655012548
22.00909912900533	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
25.509025383973487	2.5	scene	neutral	violation	1	A	4	1	1.1147535119671377
28.009025383973487	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
31.508936517988328	2.5	scene	reward	nonviolation	1	A	58	0	0.7888427199795842
34.00893651798833	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
37.508858105982654	2.5	scene	neutral	violation	1	A	33	1	0.7059208409627901
40.008858105982654	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
43.50877602293622	2.5	scene	reward	violation	1	A	10	1	1.0950004460755736
46.00877602293622	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
49.50869800394866	2.5	scene	reward	nonviolation	1	A	55	0	1.853080208064057
52.00869800394866	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
55.50862543401309	2.5	scene	neutral	nonviolation	1	A	59	1	0.7681597039336339
58.00862543401309	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
61.508546205004684	2.5	scene	neutral	violation	1	A	29	1	1.0202397459652277
64.00854620500468	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
67.5084632949438	2.5	scene	reward	violation	1	A	17	0	1.2703219510149208
70.0084632949438	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
73.50838388793636	2.5	scene	reward	violation	1	A	30	0	1.4484035280765966
76.00838388793636	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
79.50831538101194	2.5	scene	reward	nonviolation	1	A	95	1	1.2164758869912475
82.00831538101194	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
85.50823093601501	2.5	scene	neutral	nonviolation	1	A	74	1	1.7565565989352765
88.00823093601501	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
91.50814784294926	2.5	scene	neutral	violation	1	A	19	1	1.2416413479950281
94.00814784294926	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
97.50806728296448	2.5	scene	neutral	nonviolation	1	A	53	0	1.6887150730472058
100.00806728296448	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
103.50799641001505	2.5	scene	reward	violation	1	A	6	1	1.6137857879512012
106.00799641001505	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
109.50791694002692	2.5	scene	neutral	violation	1	A	32	1	1.3478734518866986
112.00791694002692	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
115.50783017801588	2.5	scene	reward	nonviolation	1	A	61	1	0.8329627579078078
118.00783017801588	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
121.50775596592577	2.5	scene	reward	nonviolation	1	A	65	0	0.8209786070510745
124.00775596592577	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
127.50767845602242	2.5	scene	reward	violation	1	A	15	0	1.2761140608927235
130.0076784560224	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
133.5075915029738	2.5	scene	neutral	violation	1	A	41	0	1.635198500007391
136.0075915029738	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
139.4908338920213	2.5	scene	neutral	nonviolation	1	A	72	1	1.1579624658916146
141.9908338920213	3.0	feedback	n/a	n/a	n/a	n/a	n/a	n/a	n/a
