onset	duration	trial_type	condition	response_accuracy	response_time
13.499328831007006	2.5	B	violation	0	1.3750402619771194
16.49933016099385	2.5	A	nonviolation	1	0.7940450799942482
19.499322208983358	2.5	B	violation	0	0.8680483430216555
22.499217109987512	2.5	A	violation	1	1.070153975015273
25.49917386699235	2.5	A	nonviolation	0	1.0491941859945657
28.49913384098909	2.5	A	nonviolation	1	0.8212387209932785
31.49909428198589	2.5	A	violation	1	0.9562789100164082
34.49907189799705	2.5	A	violation	0	0.8913045619847253
37.499021964991705	2.5	A	violation	1	0.6883489059982821
40.49899272399489	2.5	B	nonviolation	1	1.1923802669916768
43.49894493399188	2.5	B	violation	1	1.016457140998682
46.49891149299219	2.5	A	nonviolation	1	0.8594669720041566
49.4988757579995	2.5	B	violation	1	0.7894382819940802
52.49883717100602	2.5	A	violation	0	0.9465367239899932
55.49879693498952	2.5	B	violation	1	1.1445807139971294
58.49874487699708	2.5	A	violation	1	0.9206344870035535
61.498704583005754	2.5	A	violation	0	0.8736761139880401
64.49866412699339	2.5	B	violation	0	1.2877134770096743
67.49863063299563	2.5	B	nonviolation	1	0.8497468190034851
70.49860548699506	2.5	A	nonviolation	1	0.8907734100066591
73.49856055199052	2.5	B	violation	1	0.8668143370014151
76.4985190150037	2.5	B	nonviolation	0	0.8598634679801762
79.49846600700403	2.5	B	nonviolation	1	0.9249135619902518
82.49844084898359	2.5	B	nonviolation	1	0.8309394880197942
85.49839156999951	2.5	B	nonviolation	0	1.0959941929904744
88.49835928098764	2.5	A	nonviolation	1	0.6620193550188559
91.49831105300107	2.5	B	nonviolation	1	0.8640747350000311
94.49827391500004	2.5	B	nonviolation	1	1.0161098759854212
97.49822724700786	2.5	B	violation	0	0.7061543960007839
100.49818688398227	2.5	A	violation	1	0.8711231530178338
103.49815365299581	2.5	A	violation	1	0.8332268639933318
106.4981187719968	2.5	A	violation	1	0.9342640459944959
109.49807507800871	2.5	B	nonviolation	1	0.9283019609865732
112.49802919998184	2.5	A	violation	1	0.8643563650257421
115.49799125699793	2.5	B	violation	0	1.2463933890103365
118.49795088800602	2.5	B	nonviolation	0	0.692358432977926
121.49791518598795	2.5	A	nonviolation	1	0.7774928680155426
124.49787392499277	2.5	B	violation	0	0.8325125949922949
127.49783285000014	2.5	B	nonviolation	1	0.7765497209911701
130.49778901500395	2.5	B	violation	0	0.8685931429790799
133.49774751299992	2.5	B	nonviolation	1	0.985636366996914
136.49771446699742	2.5	A	nonviolation	1	0.978668531985022
139.49767034698743	2.5	A	nonviolation	1	1.1017177519970571
142.49762972199827	2.5	A	nonviolation	1	0.9557589830073994
145.49760069898912	2.5	A	violation	1	0.9067862500087358
148.49754936998943	2.5	A	nonviolation	1	1.0628365320153534
151.4975131469837	2.5	A	nonviolation	1	0.913875223021023
154.49747893598396	2.5	B	violation	1	1.2319130960095208
157.49742792500186	2.5	A	nonviolation	0	0.9869617990043481
160.49739244600642	2.5	A	violation	1	1.1839996629860252
163.49734922000792	2.5	A	violation	1	0.9250408999796492
166.49730895200628	2.5	B	nonviolation	0	1.0690825700003188
169.4972721670056	2.5	B	violation	0	0.9511242099979428
172.49723183599414	2.5	A	violation	1	0.7000822350091767
175.4971925569989	2.5	B	nonviolation	1	1.130201717984164
178.49715728798762	2.5	B	violation	1	0.8702379250025842
181.49710606699227	2.5	A	nonviolation	1	0.9202892479952424
184.4970675829973	2.5	B	nonviolation	0	0.943329261004692
187.4970265000011	2.5	B	nonviolation	0	0.6273686210042797
190.4969869380002	2.5	B	nonviolation	1	0.8564106039993931
193.4969575989817	2.5	A	violation	1	0.6674338430166245
196.49690420800468	2.5	A	nonviolation	1	1.3114975939970464
199.4968654080003	2.5	A	violation	1	0.6245241489959881
202.49682981098888	2.5	A	violation	1	1.0774873970076442
205.49678591298292	2.5	B	nonviolation	1	0.8856140470015816
208.4967517750047	2.5	B	violation	0	0.9186556339845992
211.49671048898014	2.5	B	violation	0	0.7826182500284631
214.49666454899125	2.5	B	violation	1	0.971729517012136
217.49662962098958	2.5	B	nonviolation	1	0.8237671270035207
220.49658880798958	2.5	A	nonviolation	1	1.0148112280003259
223.4965494569915	2.5	A	nonviolation	1	1.0258694750082211
226.49650280800412	2.5	A	nonviolation	1	0.8918973569816444
229.49646264198242	2.5	A	nonviolation	1	0.6829301990219392
232.49642927999957	2.5	A	violation	1	0.9939675759815144
235.49638376600345	2.5	A	violation	1	0.7530124140030239
